"REF_DATE","GEO","DGUID","Age group","Sex","Primary types of cancer (ICD-O-3)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","66.7","","","","1"
"2013","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","65.9","","","","1"
"2014","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","68.4","","","","1"
"2015","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","70.7","","","","1"
"2016","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","66.9","","","","1"
"2017","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","67.2","","","","1"
"2018","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","66.4","","","","1"
"2019","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","70.7","","","","1"
"2020","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","64.2","","","","1"
"1997","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","10","","","","0"
"1998","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","5","","","","0"
"1999","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","10","","","","0"
"2000","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","15","","","","0"
"2001","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","5","","","","0"
"2002","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2003","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","10","","","","0"
"2004","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","15","","","","0"
"2005","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2006","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","10","","","","0"
"2007","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","15","","","","0"
"2008","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","15","","","","0"
"2009","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","30","","","","0"
"2010","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2011","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2012","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2013","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2014","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","10","","","","0"
"2015","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","25","","","","0"
"2016","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","25","","","","0"
"2017","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2018","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","25","","","","0"
"2019","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"2020","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43933459","12.1.1.22.1","20","","","","0"
"1997","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","31.4","","","","1"
"1998","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","16.1","","","","1"
"1999","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","32.5","","","","1"
"2000","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","49.3","","","","1"
"2001","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","16.6","","","","1"
"2002","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","65.9","","","","1"
"2003","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","32.3","","","","1"
"2004","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","47.7","","","","1"
"2005","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","62.7","","","","1"
"2006","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","31.0","","","","1"
"2007","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","46.1","","","","1"
"2008","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","45.3","","","","1"
"2009","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","88.9","","","","1"
"2010","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","57.8","","","","1"
"2011","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","56.5","","","","1"
"2012","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","55.2","","","","1"
"2013","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","54.8","","","","1"
"2014","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","26.9","","","","1"
"2015","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","66.3","","","","1"
"2016","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","64.9","","","","1"
"2017","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","50.5","","","","1"
"2018","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","61.7","","","","1"
"2019","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","48.4","","","","1"
"2020","Yukon","2016A000260","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43933460","12.1.1.22.2","47.4","","","","1"
"1997","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"1998","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","10","","","","0"
"1999","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2000","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2001","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","5","","","","0"
"2002","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2003","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2004","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2005","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2006","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2007","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2008","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2009","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2010","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","10","","","","0"
"2011","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2012","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2013","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","15","","","","0"
"2014","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2015","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2016","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","25","","","","0"
"2017","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","25","","","","0"
"2018","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","25","","","","0"
"2019","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"2020","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43946659","13.1.1.22.1","20","","","","0"
"1997","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","48.0","","","","1"
"1998","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","24.5","","","","1"
"1999","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","36.9","","","","1"
"2000","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","37.1","","","","1"
"2001","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","12.2","","","","1"
"2002","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","36.0","","","","1"
"2003","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","35.2","","","","1"
"2004","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","46.2","","","","1"
"2005","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","34.6","","","","1"
"2006","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","34.7","","","","1"
"2007","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","46.1","","","","1"
"2008","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","34.6","","","","1"
"2009","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","34.8","","","","1"
"2010","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","23.1","","","","1"
"2011","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","46.0","","","","1"
"2012","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","45.8","","","","1"
"2013","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","34.2","","","","1"
"2014","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","45.6","","","","1"
"2015","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","45.2","","","","1"
"2016","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","56.0","","","","1"
"2017","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","55.7","","","","1"
"2018","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","55.6","","","","1"
"2019","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","44.4","","","","1"
"2020","Northwest Territories","2016A000261","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43946660","13.1.1.22.2","44.1","","","","1"
"1997","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"1998","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"1999","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","10","","","","0"
"2000","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2001","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"2002","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2003","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"2004","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2005","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"2006","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2007","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2008","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2009","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2010","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2011","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2012","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2013","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2014","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"2015","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","25","","","","0"
"2016","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"2017","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2018","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2019","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","20","","","","0"
"2020","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43959859","14.1.1.22.1","15","","","","0"
"1997","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","58.0","","","","1"
"1998","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","94.8","","","","1"
"1999","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","37.3","","","","1"
"2000","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","72.7","","","","1"
"2001","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","88.9","","","","1"
"2002","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","69.4","","","","1"
"2003","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","85.3","","","","1"
"2004","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","50.2","","","","1"
"2005","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","82.4","","","","1"
"2006","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","64.9","","","","1"
"2007","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","63.7","","","","1"
"2008","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","47.0","","","","1"
"2009","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","46.0","","","","1"
"2010","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","60.0","","","","1"
"2011","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","43.9","","","","1"
